rank,name,age,country,track,date,minutes,seconds
2668,Senna Vonk                       ,LA1,NED,Haarlem (NED)            ,26-Oct-19,2,4829
2669,Pip Ypenburg                     ,LC1,NED,Den Haag (NED)           ,2-Feb-20,2,4831
2670,Viktoriya Volushkova             ,LB1,RUS,Moscow (RUS)             ,25-Jan-20,2,4835
2671,Daniek Sipma                     ,LB1,NED,Leeuwarden (NED)         ,2-Feb-20,2,4837
2672,Mariya Gromova (2005)            ,LC2,RUS,Saint Petersburg (RUS)   ,19-Nov-19,2,4851
2672,Nina Leviczkaya                  ,L? ,RUS,Moscow (RUS)             ,25-Jan-20,2,4851
2672,Julia Gras                       ,LC1,NED,Den Haag (NED)           ,2-Feb-20,2,4851
2675,Meike Tukker                     ,LA1,NED,Den Haag (NED)           ,17-Nov-19,2,4852
2676,Anastasiya Kunshhikova           ,LB1,RUS,Chelyabinsk (RUS)        ,11-Dec-19,2,4858
2677,Jeong-Ha Oh                      ,LYD,KOR,Seoul (KOR)              ,1-Dec-19,2,4861
2677,Océane Guérard                   ,LYA,CAN,Lake Placid (USA)        ,11-Jan-20,2,4861
2677,Natalya Rulkova                  ,L50,RUS,Kolomna (RUS)            ,29-Feb-20,2,4861
2680,Lyubov Naumkina                  ,LB2,RUS,Divnogorsk (RUS)         ,11-Jan-20,2,4865
2680,Sarah Crovella                   ,LA1,USA,Lake Placid (USA)        ,1-Mar-20,2,4865
2682,Polina Borovikova                ,LB2,RUS,Vologda (RUS)            ,14-Dec-19,2,4869
2682,Stefanie Koot                    ,LYB,NED,Den Haag (NED)           ,19-Jan-20,2,4869
2684,Elin de Wilde                    ,LB1,NED,Amsterdam (NED)          ,28-Dec-19,2,487
2685,Jette Zonneveld                  ,LC2,NED,Den Haag (NED)           ,24-Nov-19,2,4873
2686,Karin Lindberg                   ,LSA,SWE,Västerås (SWE)           ,14-Dec-19,2,4874
2686,Silvia Tassara                   ,L65,ITA,Baselga di Pinè (ITA)    ,26-Jan-20,2,4874
2688,Adrianne de Roo                  ,LSA,NED,Utrecht (NED)            ,30-Nov-19,2,4875
2689,Lisa den Hertog                  ,LYC,NED,Den Haag (NED)           ,22-Dec-19,2,4882
2690,Hertta Rosendahl                 ,LYA,FIN,Seinäjoki (FIN)          ,23-Feb-20,2,4886
2691,Sophie Turnbull                  ,LC1,CAN,Calgary (CAN)            ,21-Dec-19,2,4887
2691,Reika Ono                        ,L? ,JPN,Tomakomai (JPN)          ,22-Feb-20,2,4887
2693,Arina Rodionova (2005)           ,LC1,KAZ,Nur-Sultan (KAZ)         ,21-Nov-19,2,4888
2694,Tatyana Makukha                  ,LC2,RUS,Olenegorsk (RUS)         ,6-Feb-20,2,4893
2695,Marianna Schurink-ter Schure     ,L30,NED,Deventer (NED)           ,23-Nov-19,2,4902
2696,Joke Wittenberg                  ,L65,NED,Leeuwarden (NED)         ,29-Dec-19,2,4903
2697,Alice Aspesi                     ,LC1,ITA,Collalbo (ITA)           ,9-Feb-20,2,4906
2698,Mio Oota                         ,L? ,JPN,Ena (JPN)                ,30-Nov-19,2,4908
2699,Carolien van Rees                ,L60,NED,Utrecht (NED)            ,15-Feb-20,2,4912
2700,Tianya Feng                      ,L? ,CHN,Harbin (CHN)             ,7-Dec-19,2,4914
2701,Sofie Sjödin                     ,LC1,SWE,Hamar (NOR)              ,1-Dec-19,2,4919
2701,Anastasiya Adamova               ,LC1,RUS,Olenegorsk (RUS)         ,6-Feb-20,2,4919
2703,Guusje Loncke                    ,LYA,NED,Den Haag (NED)           ,19-Jan-20,2,4928
2704,Marianne Versloot                ,L55,NED,Nijmegen (NED)           ,8-Dec-19,2,4929
2704,Kathy Feinberg                   ,L55,USA,Milwaukee (USA)          ,21-Dec-19,2,4929
2706,Britt Griepink                   ,LN2,NED,Enschede (NED)           ,7-Mar-20,2,4932
2707,Kamila Sharipova                 ,LC1,RUS,Chelyabinsk (RUS)        ,11-Dec-19,2,4933
2708,Marion van Rijswijk              ,L50,NED,Deventer (NED)           ,25-Jan-20,2,4934
2709,Laura Boeren                     ,LB2,NED,Tilburg (NED)            ,8-Mar-20,2,4936
2710,Polina Frolova                   ,LC1,RUS,Chelyabinsk (RUS)        ,28-Jan-20,2,4939
2711,Kristina Ustyuzhanina            ,LC2,RUS,Saint Petersburg (RUS)   ,19-Nov-19,2,4943
2711,Lara Kaldenbach                  ,LC1,NED,Hoorn (NED)              ,24-Nov-19,2,4943
2713,Manaka Ueda                      ,L? ,JPN,Obihiro (JPN)            ,12-Oct-19,2,4946
2714,Anastasiya Gerasimova (2004)     ,LB1,RUS,Irkutsk (RUS)            ,14-Dec-19,2,4947
2715,Ravdan Sarantuya                 ,L55,MGL,Innsbruck (AUT)          ,17-Jan-20,2,4952
2716,Mirte Linthorst                  ,LN4,NED,Utrecht (NED)            ,30-Nov-19,2,4953
2717,Elizaveta Kalacheva              ,LC2,RUS,Irkutsk (RUS)            ,14-Dec-19,2,4957
2718,Kayleigh Hartog                  ,LB2,NED,Den Haag (NED)           ,4-Jan-20,2,4958
2719,Bianca van Duivenboden           ,L30,NED,Breda (NED)              ,8-Feb-20,2,4965
2720,Sylvie van den Heuvel            ,LC2,NED,Haarlem (NED)            ,29-Feb-20,2,4966
2721,Flore Room                       ,LB2,NED,Utrecht (NED)            ,22-Feb-20,2,4968
2722,Bianca Vermeulen                 ,L35,NED,Utrecht (NED)            ,18-Jan-20,2,497
2723,Laura Schilder                   ,LB2,NED,Heerenveen (NED)         ,16-Nov-19,2,4972
2724,Britt Post                       ,LYC,NED,Den Haag (NED)           ,19-Jan-20,2,4973
2725,Charlotte Cutts                  ,LB1,CAN,Calgary (CAN)            ,11-Jan-20,2,4975
2726,Yasmin Kaldenbach                ,LB1,NED,Enschede (NED)           ,26-Oct-19,2,4977
2727,Serena Koning                    ,LA2,NED,Hoorn (NED)              ,1-Mar-20,2,4978
2728,Rosa Hoogstraten                 ,L30,NED,Amsterdam (NED)          ,26-Jan-20,2,498
2729,Natasja Slinger                  ,LN3,NED,Utrecht (NED)            ,30-Nov-19,2,4984
2729,Sanne Kleijbeuker                ,LC1,NED,Den Haag (NED)           ,2-Feb-20,2,4984
2731,Anastasiya Rylina                ,L? ,KAZ,Nur-Sultan (KAZ)         ,14-Oct-19,2,4991
2732,Angelina Sorokina                ,LC1,RUS,Kolomna (RUS)            ,4-Feb-20,2,4992
2733,Aleksandra Vysoczkaya            ,LYA,RUS,Chelyabinsk (RUS)        ,7-Nov-19,2,5
2733,Jerney Mantel                    ,LB1,NED,Hoorn (NED)              ,10-Nov-19,2,5
2735,Elizabeth Jõgi                   ,LN1,EST,Tallinn (EST)            ,7-Mar-20,2,5002
2736,Tess Wiering                     ,LC1,NED,Groningen (NED)          ,7-Mar-20,2,5005
2737,Siying Wei                       ,L? ,CHN,Harbin (CHN)             ,7-Dec-19,2,5007
2738,Alina Maksimkina                 ,L? ,KAZ,Nur-Sultan (KAZ)         ,25-Oct-19,2,5008
2739,Sara van Leeuwen                 ,LC1,NED,Breda (NED)              ,16-Feb-20,2,501
2740,Mette van Leeuwen                ,LYA,NED,Haarlem (NED)            ,2-Feb-20,2,5013
2741,Anouk Dannenberg                 ,L? ,NED,Deventer (NED)           ,25-Jan-20,2,5026
2742,Olga Shalapanova                 ,L? ,RUS,Kolomna (RUS)            ,14-Dec-19,2,5031
2743,Elizaveta Burlak                 ,L? ,RUS,Chita (RUS)              ,12-Mar-20,2,5032
2744,Marre Hoiting                    ,LSA,NED,Utrecht (NED)            ,15-Dec-19,2,5033
2745,Karoline Hilsen                  ,LC1,NOR,Hamar (NOR)              ,7-Mar-20,2,5049
2746,Rianne Joolink                   ,L30,NED,Deventer (NED)           ,10-Mar-20,2,5052
2747,Evelien Diderich                 ,LC1,NED,Haarlem (NED)            ,8-Dec-19,2,5054
2747,Janelle Comeau                   ,L? ,CAN,Halifax (CAN)            ,25-Jan-20,2,5054
2749,Mariya Volokitina                ,LC2,RUS,Nizhny Novgorod (RUS)    ,17-Dec-19,2,5055
2750,Anastasiya Fondis                ,LC1,RUS,Olenegorsk (RUS)         ,5-Jan-20,2,5058
2751,Daniya Khasyanova                ,L? ,RUS,Moscow (RUS)             ,11-Feb-20,2,5063
2752,Anastasiya Slykhova              ,LC2,RUS,Kirov (RUS)              ,27-Dec-19,2,5065
2753,Renata Kenzie                    ,LYB,CAN,Lake Placid (USA)        ,1-Mar-20,2,5068
2754,Anastasiya Babkina               ,LC1,RUS,Kirov (RUS)              ,27-Dec-19,2,5071
2755,Anna Petukhova (2)               ,L? ,KAZ,Nur-Sultan (KAZ)         ,25-Oct-19,2,5075
2756,Margarita Borisova               ,LYA,RUS,Perm (RUS)               ,8-Feb-20,2,5079
2757,Jennifer Boyer                   ,L45,CAN,Innsbruck (AUT)          ,17-Jan-20,2,5091
2757,Christie Sausa                   ,L30,USA,Lake Placid (USA)        ,31-Jan-20,2,5091
2759,Yuliana Galimova                 ,L? ,KAZ,Nur-Sultan (KAZ)         ,14-Oct-19,2,51
2760,Martine Margadant                ,L50,NED,Deventer (NED)           ,4-Jan-20,2,5107
2761,Roxanne Boers                    ,LN1,NED,Haarlem (NED)            ,10-Nov-19,2,5114
2762,Valeriya Dementeva               ,L? ,RUS,Irkutsk (RUS)            ,3-Jan-20,2,512
2763,Qiyue Yan                        ,L? ,CHN,Harbin (CHN)             ,7-Dec-19,2,5121
2764,Diana Gallyamova                 ,LC2,RUS,Chelyabinsk (RUS)        ,11-Dec-19,2,5124
2764,Gus de Bruin                     ,LB1,NED,Amsterdam (NED)          ,4-Jan-20,2,5124
2766,Amy Quist                        ,LB1,NED,Amsterdam (NED)          ,28-Dec-19,2,5126
2767,Krista Geluk                     ,LB2,NED,Den Haag (NED)           ,21-Dec-19,2,5131
2768,Isabel Crovella                  ,LB1,USA,Lake Placid (USA)        ,31-Jan-20,2,5139
2769,Mae Busker                       ,LB2,NED,Amsterdam (NED)          ,8-Mar-20,2,5143
2770,Veerle van der Does              ,LC1,NED,Utrecht (NED)            ,23-Nov-19,2,5144
2771,Dionne Nijziel                   ,LC1,NED,Hoorn (NED)              ,1-Mar-20,2,5145
2772,Marit van Leeuwen                ,LSA,NED,Utrecht (NED)            ,1-Mar-20,2,5151
2773,Dorthe Bakke Fangan              ,LC1,NOR,Hamar (NOR)              ,7-Mar-20,2,5157
2774,Paulien Abma                     ,LB2,NED,Nijmegen (NED)           ,8-Mar-20,2,5164
2775,Mayu Hishikawa                   ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,2,5176
2776,Alena Korosteleva                ,LB1,RUS,Chelyabinsk (RUS)        ,11-Dec-19,2,5181
2777,Rusalina Gajsina                 ,LC2,RUS,Chelyabinsk (RUS)        ,23-Oct-19,2,5184
2777,Josefine Henriksen               ,LYA,NOR,Hamar (NOR)              ,1-Dec-19,2,5184
2779,Peggy Herschke                   ,L45,GER,Berlin (GER)             ,15-Feb-20,2,5185
2780,Noa Bruinsma                     ,LC1,NED,Den Haag (NED)           ,24-Nov-19,2,5189
2781,Carolien van Asseldonk           ,L35,NED,Eindhoven (NED)          ,8-Feb-20,2,5191
2782,Alina van de Kracht              ,LA2,NED,Nijmegen (NED)           ,26-Jan-20,2,5192
2782,Lily-Pier Guérin                 ,LC1,CAN,Red Deer (CAN)           ,9-Feb-20,2,5192
2784,Necole Zayatz                    ,L40,USA,Milwaukee (USA)          ,21-Dec-19,2,5199
2785,Isa ten Klei                     ,LB1,NED,Hoorn (NED)              ,25-Jan-20,2,5203
2786,Valeriya Eliseeva                ,LC1,RUS,Kolomna (RUS)            ,14-Dec-19,2,5209
2787,Ella Pokpoon                     ,LC1,NOR,Hamar (NOR)              ,11-Jan-20,2,5213
2788,Xinyu An                         ,L? ,CHN,Harbin (CHN)             ,7-Dec-19,2,5229
2789,José van Beek                    ,L60,NED,Dronten (NED)            ,12-Jan-20,2,523
2790,Arina Nurkeeva                   ,LC1,RUS,Irkutsk (RUS)            ,3-Jan-20,2,5232
2791,Anna-Lena Gudmundsson            ,L55,SWE,Collalbo (ITA)           ,24-Jan-20,2,5233
2792,Evelien Ras                      ,LYA,NED,Den Haag (NED)           ,19-Jan-20,2,5243
2793,Ayaka Hisa                       ,L? ,JPN,Nikko (JPN)              ,21-Dec-19,2,5245
2794,Kseniya Grigoreva (2005)         ,LC2,RUS,Kirov (RUS)              ,24-Jan-20,2,5247
2795,Merel Bisschops                  ,LB1,NED,Eindhoven (NED)          ,8-Feb-20,2,5249
2796,Iasmin Al Sagban                 ,LA2,ROU,Zakopane (POL)           ,20-Dec-19,2,525
2797,Manaho Sakagami                  ,L? ,JPN,Ikaho (JPN)              ,18-Jan-20,2,5255
2798,Jasmijn Kraan                    ,LC1,NED,Haarlem (NED)            ,5-Jan-20,2,5265
2799,Paulien Pannekoek                ,L45,NED,Haarlem (NED)            ,8-Feb-20,2,5268
2800,Nadja Meijer                     ,LC2,NED,Utrecht (NED)            ,15-Dec-19,2,5274
2800,Katherine Brynjolfson            ,LB1,CAN,Fort Saint John (CAN)    ,25-Jan-20,2,5274
2802,Amélie Snoijs                    ,LC1,NED,Breda (NED)              ,2-Feb-20,2,5281
2803,Esther Tol                       ,LN3,NED,Hoorn (NED)              ,25-Jan-20,2,5283
2803,Maja Keukenschrijver             ,LA1,NED,Heerenveen (NED)         ,8-Feb-20,2,5283
2805,Marin Nelson                     ,L? ,CAN,Calgary (CAN)            ,21-Dec-19,2,5287
2806,Yuliya Belskaya                  ,L? ,RUS,Kolomna (RUS)            ,29-Feb-20,2,529
2807,Darya Cyvunina                   ,L? ,RUS,Saint Petersburg (RUS)   ,28-Jan-20,2,5298
2808,Margarita Lavrinchuk             ,LYA,RUS,Moscow (RUS)             ,23-Nov-19,2,5299
2809,Elżbieta Staszkiewicz            ,L40,POL,Tomaszów-Mazowiecki (POL),14-Dec-19,2,5306
2810,Anna Gadomska                    ,L50,POL,Zakopane (POL)           ,18-Jan-20,2,5308
2811,Anastasia Wigg                   ,LSA,GBR,Den Haag (NED)           ,9-Nov-19,2,531
2812,Jessica Spruit                   ,L? ,CAN,Calgary (CAN)            ,16-Feb-20,2,5312
2813,Mei Takeda                       ,L? ,JPN,Morioka (JPN)            ,22-Feb-20,2,5313
2814,Esmee van Duin                   ,LB1,NED,Hoorn (NED)              ,10-Nov-19,2,5315
2815,Ankie Nederlof                   ,LN4,NED,Breda (NED)              ,18-Jan-20,2,5316
2815,Annet de Ridder-Rijneveld        ,L30,NED,Utrecht (NED)            ,18-Jan-20,2,5316
2817,Nynke Kreuwel                    ,LB2,NED,Deventer (NED)           ,23-Nov-19,2,5318
2818,Darya Bakulina                   ,LC1,RUS,Kolomna (RUS)            ,27-Nov-19,2,532
2819,Magdalena Stapińska              ,LC2,POL,Zakopane (POL)           ,18-Jan-20,2,5328
2820,Tongyan Xing                     ,L? ,CHN,Harbin (CHN)             ,7-Dec-19,2,5332
2821,Charlotte van der Meulen         ,LC1,NED,Haarlem (NED)            ,26-Oct-19,2,5338
2822,Ismene Nobel                     ,LB1,NED,Amsterdam (NED)          ,28-Dec-19,2,5341
2823,Chang Gao                        ,L? ,CHN,Harbin (CHN)             ,7-Dec-19,2,5342
2824,Marijke van der Wal              ,L40,NED,Utrecht (NED)            ,22-Feb-20,2,5344
2825,Anna Kolmykova                   ,LB1,RUS,Divnogorsk (RUS)         ,7-Mar-20,2,5357
2826,Nicole Noom                      ,LYA,NED,Haarlem (NED)            ,2-Feb-20,2,5373
2826,Marit Dee                        ,LA1,NED,Haarlem (NED)            ,8-Feb-20,2,5373
2828,Jildou van Felius                ,LC2,NED,Enschede (NED)           ,7-Mar-20,2,5374
2829,Aoife Marshall                   ,L? ,CAN,Halifax (CAN)            ,25-Jan-20,2,5375
2830,Karina Varina                    ,LC2,RUS,Vologda (RUS)            ,14-Dec-19,2,5379
2831,Vanessa Daza                     ,LN4,COL,Salt Lake City (USA)     ,7-Mar-20,2,5383
2832,Viktoryia Kastsenich             ,LC1,BLR,Minsk (BLR)              ,29-Feb-20,2,5384
2833,Merlijn Fock-Koldenhof           ,L40,NED,Amsterdam (NED)          ,26-Jan-20,2,5388
2834,Maartje Mulders                  ,LN3,NED,Breda (NED)              ,7-Mar-20,2,539
2835,Albina Makhmudova                ,L? ,RUS,Irkutsk (RUS)            ,3-Jan-20,2,5393
2836,Maud Westendorp                  ,L30,NED,Tromsø (NOR)             ,9-Feb-20,2,5395
2837,Ekaterina Kuzmina (2006)         ,LC1,RUS,Chelyabinsk (RUS)        ,11-Dec-19,2,5397
2838,Johanne Braathen                 ,LC1,NOR,Hamar (NOR)              ,7-Mar-20,2,5399
2839,Nikita van den Hoek              ,LSA,NED,Utrecht (NED)            ,28-Dec-19,2,5402
2839,Darya Chernykh                   ,LC1,RUS,Irkutsk (RUS)            ,3-Jan-20,2,5402
2839,Sara Nermansdotter               ,L35,SWE,Stockholm (SWE)          ,26-Feb-20,2,5402
2842,Xintong Liu                      ,L? ,CHN,Harbin (CHN)             ,7-Dec-19,2,5406
2842,Leah Anderson                    ,LC2,CAN,Calgary (CAN)            ,11-Jan-20,2,5406
2844,Viktoriya Pozdnyakova            ,LC1,RUS,Chelyabinsk (RUS)        ,23-Oct-19,2,5407
2845,Marieke Geverinck                ,LN1,NED,Deventer (NED)           ,23-Nov-19,2,5411
2846,Randi Hasselø                    ,L30,NOR,Hamar (NOR)              ,4-Jan-20,2,5412
2847,Elizaveta Pavlova (2005)         ,LC2,RUS,Saint Petersburg (RUS)   ,28-Jan-20,2,5413
2848,Anna Stecenkova                  ,L? ,RUS,Moscow (RUS)             ,11-Feb-20,2,5416
2849,Marieke van der Zwaan            ,L35,NED,Haarlem (NED)            ,8-Feb-20,2,542
2850,Meena Rose                       ,LB1,USA,Lake Placid (USA)        ,31-Jan-20,2,5423
2850,Elin de Roos                     ,LC2,NED,Tilburg (NED)            ,1-Mar-20,2,5423
2852,Anna Shipulina                   ,L? ,KAZ,Nur-Sultan (KAZ)         ,3-Mar-20,2,5428
2853,Ekaterina Pavlenko               ,LB1,RUS,Chelyabinsk (RUS)        ,4-Mar-20,2,5433
2854,Elizaveta Katyukhina             ,LC1,RUS,Kirov (RUS)              ,27-Dec-19,2,5444
2854,Inge de Nijs                     ,L50,NED,Amsterdam (NED)          ,26-Jan-20,2,5444
2854,Jeike Wallinga                   ,L45,NED,Nijmegen (NED)           ,8-Mar-20,2,5444
2857,Karina Dubrovceva                ,LYA,RUS,Perm (RUS)               ,8-Feb-20,2,5455
2858,Denise van Vuuren                ,LB1,NED,Utrecht (NED)            ,24-Nov-19,2,5459
2859,Marja Haartsen                   ,L45,NED,Hamar (NOR)              ,29-Dec-19,2,5461
2860,Rachel van Vaalen                ,LC2,NED,Haarlem (NED)            ,8-Dec-19,2,5469
2861,Betsie Slaghuis                  ,L60,NED,Enschede (NED)           ,28-Dec-19,2,5489
2862,Canyang Jin                      ,L? ,CHN,Harbin (CHN)             ,7-Dec-19,2,5491
2863,Anna Kadaeva                     ,L? ,RUS,Kirov (RUS)              ,24-Jan-20,2,5495
2864,Ichinkhorloo Khulan              ,LC2,MGL,Ulaanbaatar (MGL)        ,18-Jan-20,2,5497
2865,Diana Sartaeva                   ,L? ,KAZ,Nur-Sultan (KAZ)         ,13-Feb-20,2,5509
2866,Tess Overvelde                   ,L? ,CAN,Ottawa (CAN)             ,25-Jan-20,2,5514
2867,Angelique van Rijn               ,L30,NED,Den Haag (NED)           ,8-Mar-20,2,5521
2868,Nathalie Boere-van Hanswijk      ,L35,NED,Heerenveen (NED)         ,22-Feb-20,2,5525
2869,Polina Vasyutina                 ,L? ,KAZ,Nur-Sultan (KAZ)         ,14-Oct-19,2,5527
2870,Franziska Siegert                ,LC2,GER,Inzell (GER)             ,19-Jan-20,2,5529
2871,Elena Polozova                   ,LB1,RUS,Ekaterinburg (RUS)       ,15-Jan-20,2,5534
2872,Jianuo Li                        ,L? ,CHN,Harbin (CHN)             ,7-Dec-19,2,5535
2873,Sofya Ermolaeva                  ,LC1,RUS,Olenegorsk (RUS)         ,21-Dec-19,2,5537
2874,Els Koetsier                     ,LC2,NED,Haarlem (NED)            ,29-Feb-20,2,5538
2875,Maiken Nerstad Gundersen         ,LA1,NOR,Bjugn (NOR)              ,15-Feb-20,2,5554
2876,Ortál Vriend                     ,LSA,NED,Amsterdam (NED)          ,24-Nov-19,2,5556
2876,Iris Vergouwe                    ,LB1,NED,Geleen (NED)             ,25-Jan-20,2,5556
2878,Ella Arruda-Kyriakidis           ,L? ,CAN,Halifax (CAN)            ,25-Jan-20,2,5562
2879,Carla van Zantvliet              ,L50,NED,Haarlem (NED)            ,15-Feb-20,2,5567
2880,Teresa Cutts                     ,LC1,CAN,Calgary (CAN)            ,16-Feb-20,2,5573
2881,Albina Kalimullina               ,LB1,RUS,Ekaterinburg (RUS)       ,15-Jan-20,2,5578
2882,Ekaterina Mutovkina              ,LB2,RUS,Nizhny Novgorod (RUS)    ,17-Dec-19,2,558
2883,Anna Perfileva                   ,LB2,RUS,Chelyabinsk (RUS)        ,28-Jan-20,2,5587
2883,Kaylee Kisser                    ,L? ,CAN,Calgary (CAN)            ,16-Feb-20,2,5587
2885,Angelina Mudreczova              ,LA1,RUS,Chelyabinsk (RUS)        ,11-Mar-20,2,5601
2886,Marian Bosch-Rekveldt            ,L40,NED,Den Haag (NED)           ,8-Mar-20,2,5606
2887,Sara van den Broek               ,LB1,NED,Utrecht (NED)            ,1-Mar-20,2,5611
2888,Nyam-Osor Shirmentuya            ,LB1,MGL,Ulaanbaatar (MGL)        ,18-Jan-20,2,5641
2889,Iris van den Helder              ,LYA,NED,Den Haag (NED)           ,19-Jan-20,2,5643
2890,Senna Burgers                    ,LB1,NED,Deventer (NED)           ,8-Feb-20,2,5646
2891,Sara Egers                       ,LA2,NED,Deventer (NED)           ,25-Jan-20,2,5651
2892,Alina Kurdybajlo                 ,L? ,KAZ,Nur-Sultan (KAZ)         ,21-Nov-19,2,5654
2893,Martha Teerenstra                ,LSA,NED,Haarlem (NED)            ,10-Nov-19,2,5662
2894,Sanne Pieterse                   ,LC2,NED,Den Haag (NED)           ,2-Feb-20,2,5664
2895,Joanna Izbiańska                 ,LC2,POL,Zakopane (POL)           ,18-Jan-20,2,567
2896,Birte Quaedvlieg                 ,LN4,NED,Grefrath (GER)           ,23-Nov-19,2,5683
2896,Regan MacKinley                  ,L? ,CAN,Halifax (CAN)            ,25-Jan-20,2,5683
2898,Viktoriya Deryabina              ,LC1,RUS,Moscow (RUS)             ,25-Jan-20,2,5688
2899,Ilse Snoek-Hoogland              ,L35,NED,Utrecht (NED)            ,22-Feb-20,2,569
2900,Aneta Tomskikh                   ,L? ,RUS,Irkutsk (RUS)            ,3-Jan-20,2,5692
2901,Anastasiya Kunycikova            ,LB1,RUS,Ekaterinburg (RUS)       ,30-Nov-19,2,57
2901,Darya Igumnova                   ,LN1,RUS,Olenegorsk (RUS)         ,5-Jan-20,2,57
2903,Guusje Zautsen                   ,LB1,NED,Amsterdam (NED)          ,15-Dec-19,2,5709
2904,Mishel Mochan                    ,LC2,RUS,Chelyabinsk (RUS)        ,4-Mar-20,2,5717
2905,Monica Cais                      ,L50,ITA,Innsbruck (AUT)          ,17-Jan-20,2,5721
2906,Elena Azarova                    ,L65,RUS,Kolomna (RUS)            ,7-Dec-19,2,5732
2907,Olga Artemenko                   ,L60,RUS,Kolomna (RUS)            ,7-Mar-20,2,5741
2908,Darya Trostina                   ,L? ,RUS,Nizhny Novgorod (RUS)    ,30-Jan-20,2,5751
2909,Miu Domon                        ,L? ,JPN,Nikko (JPN)              ,21-Dec-19,2,5755
2910,Felicia Nilsson                  ,LC1,SWE,Västerås (SWE)           ,15-Dec-19,2,5762
2911,Doreen Schmidt                   ,L40,GER,Innsbruck (AUT)          ,17-Jan-20,2,5763
2912,Morgan Haslett                   ,L? ,CAN,Halifax (CAN)            ,25-Jan-20,2,5768
2913,Shyanta Vleugel                  ,LN3,NED,Alkmaar (NED)            ,9-Nov-19,2,5771
2914,Maika Sato                       ,L? ,JPN,Morioka (JPN)            ,22-Feb-20,2,5783
2915,Gabriëlle Muilwijk               ,LA1,NED,Den Haag (NED)           ,4-Jan-20,2,5785
2916,Marije de Nooij                  ,LYA,NED,Haarlem (NED)            ,2-Feb-20,2,5788
2917,Anouk Naalden                    ,LB1,NED,Breda (NED)              ,18-Jan-20,2,5792
2918,Eveline Krom                     ,LC1,NED,Haarlem (NED)            ,29-Feb-20,2,5817
2919,Dana Kuchekeeva                  ,LC1,RUS,Kirov (RUS)              ,11-Jan-20,2,582
2920,Sascha Corbijn van Willenswaard  ,LC1,NED,Haarlem (NED)            ,5-Jan-20,2,5821
2921,Matylda Mańkowska                ,LC1,POL,Zakopane (POL)           ,18-Jan-20,2,5825
2922,Sofya Sukhikh                    ,LC1,RUS,Chita (RUS)              ,12-Mar-20,2,5834
2923,Leela Braun                      ,L50,CAN,Innsbruck (AUT)          ,17-Jan-20,2,5839
2924,Paula Barbieri                   ,LC1,GER,München (GER)            ,12-Jan-20,2,5845
2925,Kira Vyalaya                     ,LC1,RUS,Olenegorsk (RUS)         ,14-Mar-20,2,5852
2926,Karin Winnerstam                 ,L40,SWE,Trollhättan (SWE)        ,15-Feb-20,2,5855
2927,Anna Stankiewicz                 ,L60,POL,Tomaszów-Mazowiecki (POL),14-Dec-19,2,5862
2927,Ewa Janko-Mielcarska             ,L60,POL,Tomaszów-Mazowiecki (POL),14-Dec-19,2,5862
2927,Amber Fransen                    ,LC1,NED,Den Haag (NED)           ,2-Feb-20,2,5862
2930,Svetlana Samojlova               ,L? ,RUS,Ekaterinburg (RUS)       ,30-Nov-19,2,5866
2931,Polina Chastikova                ,LB1,RUS,Kirov (RUS)              ,27-Dec-19,2,5909
2932,Helena Braun                     ,LC2,POL,Warsaw (POL)             ,29-Feb-20,2,5916
2933,Caroline Vervoorn                ,L45,NED,Breda (NED)              ,8-Feb-20,2,5918
2934,Alisa Farkova                    ,LC1,RUS,Saint Petersburg (RUS)   ,19-Nov-19,2,5926
2935,Anastasiya Malygina              ,LB2,RUS,Saint Petersburg (RUS)   ,19-Nov-19,2,5928
2936,Maya Rakhmatullina               ,LC2,RUS,Kolomna (RUS)            ,5-Nov-19,2,5935
2937,Darya Fominykh                   ,LA1,RUS,Kirov (RUS)              ,27-Dec-19,2,5941
2938,Adelina Galiullina               ,LC2,RUS,Chelyabinsk (RUS)        ,28-Jan-20,2,5947
2939,Anouk Volkers                    ,LB2,NED,Alkmaar (NED)            ,26-Jan-20,2,5956
2939,Nienke Kruijt                    ,LSA,NED,Den Haag (NED)           ,8-Mar-20,2,5956
2941,Sarah Hanson                     ,LYB,CAN,Fort Saint John (CAN)    ,14-Dec-19,2,5959
2942,Myrthe Turk                      ,LA1,NED,Den Haag (NED)           ,27-Oct-19,2,5966
2943,Karoline Vestre                  ,LYA,NOR,Bjugn (NOR)              ,1-Feb-20,2,5973
2944,Natalya Panfilova                ,L? ,RUS,Kolomna (RUS)            ,7-Dec-19,2,5976
2945,Emma de Koning                   ,LSA,NED,Geleen (NED)             ,15-Feb-20,2,5981
2946,Veronika Korobejnikova           ,LC2,RUS,Irkutsk (RUS)            ,14-Dec-19,2,5988
2947,Fenne Loijens                    ,LYA,NED,Tilburg (NED)            ,8-Mar-20,3,35
2948,Lisa Nilzén                      ,LYA,SWE,Hamar (NOR)              ,1-Dec-19,3,36
2949,Karolina Hartychová              ,LC1,CZE,Tomaszów-Mazowiecki (POL),28-Sep-19,3,47
2950,Marit van Keulen                 ,LC1,NED,Utrecht (NED)            ,26-Jan-20,3,49
2951,Tara Bluhm                       ,L? ,GER,Frankfurt (GER)          ,25-Jan-20,3,61
